Latest: Time (s),Latest: Force (N),Latest: Position (m),Latest: Velocity (m/s),Latest: Acceleration (m/s²)
0.002,0.003364953,,,
0.004,-0.002905854,,,
0.006,-0.002905854,,,
0.008,-0.002905854,,,
0.01,-0.002905854,,,
0.012,-0.002905854,,,
0.014,0.003364953,,,
0.016,-0.002905854,,,
0.018,-0.002905854,,,
0.02,-0.002905854,,,
0.022,-0.002905854,,,
0.024,-0.002905854,,,
0.026,-0.002905854,,,
0.028,0.003364953,,,
0.03,-0.002905854,,,
0.032,-0.002905854,,,
0.034,-0.002905854,,,
0.036,0.003364953,,,
0.038,0.003364953,0.086245929,0.005380392,-0.145059592
0.04,0.003364953,,,
0.042,-0.002905854,,,
0.044,-0.002905854,,,
0.046,-0.002905854,,,
0.048,0.003364953,,,
0.05,-0.002905854,,,
0.052,-0.002905854,,,
0.054,-0.002905854,,,
0.056,0.003364953,,,
0.058,0.003364953,,,
0.06,-0.002905854,,,
0.062,0.003364953,,,
0.064,-0.002905854,,,
0.066,-0.002905854,,,
0.068,0.003364953,,,
0.07,0.003364953,,,
0.072,0.003364953,0.086520329,0,-0.096706395
0.074,0.003364953,,,
0.076,0.003364953,,,
0.078,-0.002905854,,,
0.08,-0.002905854,,,
0.082,-0.002905854,,,
0.084,-0.002905854,,,
0.086,0.003364953,,,
0.088,0.003364953,,,
0.09,0.003364953,,,
0.092,0.003364953,,,
0.094,0.003364953,,,
0.096,-0.002905854,,,
0.098,0.003364953,,,
0.1,0.003364953,,,
0.102,0.003364953,,,
0.104,0.003364953,,,
0.106,0.003364953,0.086245929,-0.002690196,-0.004945213
0.108,-0.002905854,,,
0.11,-0.002905854,,,
0.112,-0.002905854,,,
0.114,0.003364953,,,
0.116,0.003364953,,,
0.118,-0.002905854,,,
0.12,-0.002905854,,,
0.122,-0.002905854,,,
0.124,-0.002905854,,,
0.126,-0.002905854,,,
0.128,-0.002905854,,,
0.13,0.003364953,,,
0.132,-0.002905854,,,
0.134,-0.002905854,,,
0.136,-0.002905854,,,
0.138,-0.002905854,,,
0.14,-0.002905854,0.086245929,0,0.067584583
0.142,-0.002905854,,,
0.144,-0.002905854,,,
0.146,0.003364953,,,
0.148,-0.002905854,,,
0.15,-0.002905854,,,
0.152,-0.009176661,,,
0.154,-0.009176661,,,
0.156,-0.002905854,,,
0.158,-0.002905854,,,
0.16,-0.002905854,,,
0.162,-0.002905854,,,
0.164,-0.002905854,,,
0.166,-0.002905854,,,
0.168,-0.002905854,,,
0.17,-0.002905854,,,
0.172,0.003364953,,,
0.174,0.003364953,0.086245929,0.003362745,0.039561707
0.176,0.003364953,,,
0.178,0.003364953,,,
0.18,0.003364953,,,
0.182,-0.002905854,,,
0.184,-0.002905854,,,
0.186,0.003364953,,,
0.188,0.003364953,,,
0.19,0.003364953,,,
0.192,0.003364953,,,
0.194,0.003364953,,,
0.196,-0.002905854,,,
0.198,-0.002905854,,,
0.2,-0.002905854,,,
0.202,-0.002905854,,,
0.204,-0.002905854,,,
0.206,0.003364953,,,
0.208,0.003364953,0.086520329,0.003362745,-0.041210111
0.21,-0.002905854,,,
0.212,-0.002905854,,,
0.214,-0.002905854,,,
0.216,-0.002905854,,,
0.218,-0.002905854,,,
0.22,-0.002905854,,,
0.222,-0.002905854,,,
0.224,0.003364953,,,
0.226,-0.002905854,,,
0.228,-0.002905854,,,
0.23,-0.002905854,,,
0.232,0.003364953,,,
0.234,0.003364953,,,
0.236,-0.002905854,,,
0.238,-0.002905854,,,
0.24,-0.002905854,,,
0.242,-0.002905854,0.086520329,0,-0.080771819
0.244,-0.002905854,,,
0.246,-0.002905854,,,
0.248,-0.002905854,,,
0.25,0.003364953,,,
0.252,-0.002905854,,,
0.254,0.003364953,,,
0.256,-0.002905854,,,
0.258,-0.002905854,,,
0.26,-0.002905854,,,
0.262,-0.002905854,,,
0.264,0.003364953,,,
0.266,-0.002905854,,,
0.268,0.003364953,,,
0.27,0.003364953,,,
0.272,-0.002905854,,,
0.274,0.003364953,,,
0.276,0.003364953,0.086520329,-0.003362745,-0.02967128
0.278,0.003364953,,,
0.28,0.003364953,,,
0.282,0.003364953,,,
0.284,0.003364953,,,
0.286,0.003364953,,,
0.288,0.003364953,,,
0.29,0.003364953,,,
0.292,0.003364953,,,
0.294,0.003364953,,,
0.296,0.003364953,,,
0.298,0.003364953,,,
0.3,0.003364953,,,
0.302,0.003364953,,,
0.304,0.003364953,,,
0.306,0.003364953,,,
0.308,0.00963576,,,
0.31,0.003364953,0.086245929,-0.002690196,0.052748943
0.312,0.003364953,,,
0.314,-0.002905854,,,
0.316,0.003364953,,,
0.318,-0.002905854,,,
0.32,0.003364953,,,
0.322,0.003364953,,,
0.324,0.003364953,,,
0.326,0.003364953,,,
0.328,-0.002905854,,,
0.33,-0.002905854,,,
0.332,0.003364953,,,
0.334,-0.002905854,,,
0.336,-0.002905854,,,
0.338,-0.002905854,,,
0.34,0.003364953,,,
0.342,0.003364953,,,
0.344,-0.002905854,0.086245929,0.002017647,0.028022876
0.346,-0.002905854,,,
0.348,-0.002905854,,,
0.35,-0.002905854,,,
0.352,-0.002905854,,,
0.354,-0.002905854,,,
0.356,-0.002905854,,,
0.358,0.003364953,,,
0.36,-0.002905854,,,
0.362,-0.002905854,,,
0.364,-0.002905854,,,
0.366,-0.002905854,,,
0.368,-0.002905854,,,
0.37,-0.002905854,,,
0.372,-0.002905854,,,
0.374,-0.002905854,,,
0.376,0.003364953,,,
0.378,-0.002905854,0.086520329,0,-0.039561707
0.38,-0.002905854,,,
0.382,-0.002905854,,,
0.384,0.003364953,,,
0.386,-0.002905854,,,
0.388,-0.002905854,,,
0.39,0.003364953,,,
0.392,-0.002905854,,,
0.394,-0.002905854,,,
0.396,0.003364953,,,
0.398,-0.002905854,,,
0.4,0.003364953,,,
0.402,0.003364953,,,
0.404,-0.002905854,,,
0.406,0.003364953,,,
0.408,-0.002905854,,,
0.41,0.003364953,,,
0.412,0.003364953,0.086245929,-0.002690196,0.001648404
0.414,0.003364953,,,
0.416,-0.002905854,,,
0.418,-0.002905854,,,
0.42,-0.002905854,,,
0.422,-0.002905854,,,
0.424,-0.002905854,,,
0.426,-0.002905854,,,
0.428,0.003364953,,,
0.43,-0.002905854,,,
0.432,0.003364953,,,
0.434,-0.002905854,,,
0.436,-0.002905854,,,
0.438,-0.002905854,,,
0.44,-0.002905854,,,
0.442,-0.002905854,,,
0.444,0.003364953,,,
0.446,0.003364953,0.086245929,0,0.041210111
0.448,-0.002905854,,,
0.45,-0.002905854,,,
0.452,-0.002905854,,,
0.454,-0.002905854,,,
0.456,-0.002905854,,,
0.458,0.003364953,,,
0.46,-0.002905854,,,
0.462,-0.002905854,,,
0.464,-0.002905854,,,
0.466,-0.002905854,,,
0.468,-0.002905854,,,
0.47,-0.002905854,,,
0.472,0.003364953,,,
0.474,-0.002905854,,,
0.476,-0.002905854,,,
0.478,0.003364953,,,
0.48,-0.002905854,0.086245929,0.002690196,-0.126927143
0.482,-0.002905854,,,
0.484,-0.002905854,,,
0.486,-0.002905854,,,
0.488,-0.002905854,,,
0.49,-0.002905854,,,
0.492,-0.002905854,,,
0.494,-0.002905854,,,
0.496,-0.002905854,,,
0.498,-0.002905854,,,
0.5,0.003364953,,,
0.502,-0.002905854,,,
0.504,-0.002905854,,,
0.506,-0.002905854,,,
0.508,-0.002905854,,,
0.51,-0.002905854,,,
0.512,0.003364953,,,
0.514,0.003364953,0.086520329,-0.004707843,-0.578589965
0.516,0.003364953,,,
0.518,-0.002905854,,,
0.52,-0.002905854,,,
0.522,-0.002905854,,,
0.524,-0.002905854,,,
0.526,-0.002905854,,,
0.528,-0.002905854,,,
0.53,0.003364953,,,
0.532,-0.002905854,,,
0.534,0.003364953,,,
0.536,0.003364953,,,
0.538,0.003364953,,,
0.54,0.003364953,,,
0.542,0.003364953,,,
0.544,0.003364953,,,
0.546,0.003364953,,,
0.548,0.003364953,0.086245929,-0.035645098,-1.06816609
0.55,0.003364953,,,
0.552,-0.002905854,,,
0.554,-0.002905854,,,
0.556,-0.002905854,,,
0.558,0.003364953,,,
0.56,-0.002905854,,,
0.562,-0.002905854,,,
0.564,-0.002905854,,,
0.566,-0.002905854,,,
0.568,-0.002905854,,,
0.57,-0.002905854,,,
0.572,0.003364953,,,
0.574,0.003364953,,,
0.576,0.003364953,,,
0.578,-0.002905854,,,
0.58,0.003364953,,,
0.582,-0.002905854,0.084325129,-0.082723529,-1.172015571
0.584,0.003364953,,,
0.586,-0.002905854,,,
0.588,-0.002905854,,,
0.59,0.003364953,,,
0.592,0.003364953,,,
0.594,0.003364953,,,
0.596,0.003364953,,,
0.598,-0.002905854,,,
0.6,-0.002905854,,,
0.602,0.003364953,,,
0.604,0.003364953,,,
0.606,-0.002905854,,,
0.608,-0.002905854,,,
0.61,-0.002905854,,,
0.612,-0.002905854,,,
0.614,0.003364953,,,
0.616,0.003364953,0.080483529,-0.121058824,-0.875302768
0.618,0.003364953,,,
0.62,0.003364953,,,
0.622,0.003364953,,,
0.624,0.003364953,,,
0.626,0.003364953,,,
0.628,-0.002905854,,,
0.63,-0.002905854,,,
0.632,0.003364953,,,
0.634,0.003364953,,,
0.636,0.003364953,,,
0.638,0.003364953,,,
0.64,-0.002905854,,,
0.642,-0.002905854,,,
0.644,-0.002905854,,,
0.646,-0.002905854,,,
0.648,0.003364953,,,
0.65,0.003364953,0.075818729,-0.141235294,-0.616503268
0.652,-0.002905854,,,
0.654,-0.002905854,,,
0.656,-0.002905854,,,
0.658,-0.002905854,,,
0.66,-0.002905854,,,
0.662,-0.002905854,,,
0.664,-0.002905854,,,
0.666,0.003364953,,,
0.668,-0.002905854,,,
0.67,-0.002905854,,,
0.672,-0.002905854,,,
0.674,-0.002905854,,,
0.676,-0.002905854,,,
0.678,-0.002905854,,,
0.68,-0.002905854,,,
0.682,0.003364953,,,
0.684,0.003364953,0.070879529,-0.158721569,-0.657713379
0.686,-0.002905854,,,
0.688,-0.002905854,,,
0.69,-0.002905854,,,
0.692,-0.002905854,,,
0.694,0.003364953,,,
0.696,0.003364953,,,
0.698,-0.002905854,,,
0.7,-0.002905854,,,
0.702,-0.002905854,,,
0.704,-0.002905854,,,
0.706,-0.002905854,,,
0.708,0.003364953,,,
0.71,0.003364953,,,
0.712,0.003364953,,,
0.714,0.003364953,,,
0.716,0.003364953,,,
0.718,0.003364953,0.065117129,-0.183605882,-0.911567666
0.72,0.003364953,,,
0.722,0.003364953,,,
0.724,0.003364953,,,
0.726,0.003364953,,,
0.728,0.003364953,,,
0.73,0.003364953,,,
0.732,-0.002905854,,,
0.734,-0.002905854,,,
0.736,0.003364953,,,
0.738,-0.002905854,,,
0.74,0.003364953,,,
0.742,0.003364953,,,
0.744,0.003364953,,,
0.746,0.003364953,,,
0.748,-0.002905854,,,
0.75,0.003364953,,,
0.752,0.003364953,0.058531529,-0.219923529,-1.24520965
0.754,0.003364953,,,
0.756,0.003364953,,,
0.758,0.003364953,,,
0.76,0.003364953,,,
0.762,0.003364953,,,
0.764,-0.002905854,,,
0.766,0.003364953,,,
0.768,0.003364953,,,
0.77,0.003364953,,,
0.772,0.003364953,,,
0.774,-0.002905854,,,
0.776,0.003364953,,,
0.778,0.003364953,,,
0.78,0.003364953,,,
0.782,0.003364953,,,
0.784,0.003364953,,,
0.786,0.003364953,0.050299529,-0.268347059,-1.562503278
0.788,0.003364953,,,
0.79,0.003364953,,,
0.792,0.003364953,,,
0.794,-0.002905854,,,
0.796,-0.002905854,,,
0.798,0.003364953,,,
0.8,0.003364953,,,
0.802,0.003364953,,,
0.804,0.003364953,,,
0.806,0.003364953,,,
0.808,-0.002905854,,,
0.81,-0.002905854,,,
0.812,-0.002905854,,,
0.814,-0.002905854,,,
0.816,-0.002905854,,,
0.818,0.003364953,,,
0.82,-0.002905854,0.040421129,-0.3278024,-1.706746474
0.822,-0.002905854,,,
0.824,-0.002905854,,,
0.826,-0.002905854,,,
0.828,0.003364953,,,
0.83,0.003364953,,,
0.832,0.003364953,,,
0.834,0.003364953,,,
0.836,0.003364953,,,
0.838,0.003364953,,,
0.84,0.003364953,,,
0.842,0.003364953,,,
0.844,0.003364953,,,
0.846,0.003364953,,,
0.848,0.003364953,,,
0.85,0.003364953,,,
0.852,0.003364953,,,
0.854,0.003364953,0.028073129,-0.389591738,-1.451059882
0.856,0.003364953,,,
0.858,0.00963576,,,
0.86,0.003364953,,,
0.862,0.003364953,,,
0.864,-0.002905854,,,
0.866,-0.002905854,,,
0.868,-0.002905854,,,
0.87,-0.002905854,,,
0.872,-0.002905854,,,
0.874,0.003364953,,,
0.876,0.003364953,,,
0.878,0.003364953,,,
0.88,-0.002905854,,,
0.882,-0.002905854,,,
0.884,-0.002905854,,,
0.886,0.003364953,0.014353129,-0.428188934,-0.863863573
0.888,0.003364953,,,
0.89,0.003364953,,,
0.892,0.003364953,,,
0.894,-0.002905854,,,
0.896,0.003364953,,,
0.898,-0.002905854,,,
0.9,0.003364953,,,
0.902,0.003364953,,,
0.904,0.003364953,,,
0.906,0.003364953,,,
0.908,0.003364953,,,
0.91,0.003364953,,,
0.912,0.003364953,,,
0.914,-0.002905854,,,
0.916,0.003364953,,,
0.918,0.003364953,,,
0.92,0.00963576,-0.000464471,-0.444042962,-0.416253723
0.922,-0.002905854,,,
0.924,-0.002905854,,,
0.926,-0.002905854,,,
0.928,-0.002905854,,,
0.93,-0.002905854,,,
0.932,-0.002905854,,,
0.934,-0.002905854,,,
0.936,-0.002905854,,,
0.938,-0.009176661,,,
0.94,-0.002905854,,,
0.942,-0.009176661,,,
0.944,-0.002905854,,,
0.946,-0.002905854,,,
0.948,-0.002905854,,,
0.95,0.003364953,,,
0.952,-0.002905854,,,
0.954,0.003364953,-0.015830871,-0.453970588,-0.180300855
0.956,0.003364953,,,
0.958,-0.002905854,,,
0.96,-0.002905854,,,
0.962,-0.002905854,,,
0.964,0.003364953,,,
0.966,0.003364953,,,
0.968,-0.002905854,,,
0.97,0.003364953,,,
0.972,-0.002905854,,,
0.974,-0.002905854,,,
0.976,-0.002905854,,,
0.978,-0.002905854,,,
0.98,0.003364953,,,
0.982,0.003364953,,,
0.984,-0.002905854,,,
0.986,-0.002905854,,,
0.988,0.003364953,-0.031471671,-0.455315686,-0.093565405
0.99,0.003364953,,,
0.992,-0.002905854,,,
0.994,0.003364953,,,
0.996,-0.002905854,,,
0.998,-0.002905854,,,
1,-0.002905854,,,
1.002,-0.002905854,,,
1.004,-0.002905854,,,
1.006,-0.002905854,,,
1.008,0.003364953,,,
1.01,-0.002905854,,,
1.012,-0.002905854,,,
1.014,-0.002905854,,,
1.016,-0.002905854,,,
1.018,-0.002905854,,,
1.02,0.003364953,,,
1.022,0.003364953,-0.046838071,-0.456660784,-0.196160131
1.024,0.003364953,,,
1.026,0.003364953,,,
1.028,-0.002905854,,,
1.03,0.003364953,,,
1.032,-0.002905854,,,
1.034,-0.002905854,,,
1.036,-0.002905854,,,
1.038,0.003364953,,,
1.04,-0.002905854,,,
1.042,-0.002905854,,,
1.044,-0.002905854,,,
1.046,-0.002905854,,,
1.048,0.003364953,,,
1.05,0.003364953,,,
1.052,0.003364953,,,
1.054,0.003364953,,,
1.056,0.003364953,-0.062204471,-0.471456863,-0.108794694
1.058,0.003364953,,,
1.06,0.003364953,,,
1.062,-0.002905854,,,
1.064,-0.002905854,,,
1.066,0.003364953,,,
1.068,0.003364953,,,
1.07,0.003364953,,,
1.072,0.003364953,,,
1.074,0.003364953,,,
1.076,-0.002905854,,,
1.078,-0.002905854,,,
1.08,-0.002905854,,,
1.082,-0.002905854,,,
1.084,-0.002905854,,,
1.086,-0.002905854,,,
1.088,-0.002905854,,,
1.09,-0.002905854,-0.079217271,-0.469439216,0.324735679
1.092,-0.002905854,,,
1.094,-0.002905854,,,
1.096,-0.002905854,,,
1.098,-0.002905854,,,
1.1,0.003364953,,,
1.102,-0.002905854,,,
1.104,-0.002905854,,,
1.106,-0.002905854,,,
1.108,-0.002905854,,,
1.11,-0.002905854,,,
1.112,-0.002905854,,,
1.114,-0.002905854,,,
1.116,-0.002905854,,,
1.118,-0.002905854,,,
1.12,-0.002905854,,,
1.122,-0.002905854,,,
1.124,-0.002905854,-0.094309271,-0.448590196,0.690681469
1.126,-0.002905854,,,
1.128,-0.002905854,,,
1.13,-0.002905854,,,
1.132,-0.002905854,,,
1.134,-0.002905854,,,
1.136,-0.002905854,,,
1.138,-0.002905854,,,
1.14,-0.002905854,,,
1.142,0.003364953,,,
1.144,0.003364953,,,
1.146,0.003364953,,,
1.148,0.003364953,,,
1.15,0.003364953,,,
1.152,-0.002905854,,,
1.154,0.003364953,,,
1.156,0.003364953,,,
1.158,0.003364953,-0.109950071,-0.415635294,0.525841023
1.16,0.003364953,,,
1.162,0.003364953,,,
1.164,-0.002905854,,,
1.166,-0.002905854,,,
1.168,0.003364953,,,
1.17,0.003364953,,,
1.172,-0.002905854,,,
1.174,-0.002905854,,,
1.176,-0.002905854,,,
1.178,-0.002905854,,,
1.18,-0.002905854,,,
1.182,-0.002905854,,,
1.184,0.003364953,,,
1.186,0.003364953,,,
1.188,0.003364953,,,
1.19,-0.002905854,,,
1.192,0.003364953,-0.122298071,-0.40487451,-0.117036717
1.194,-0.002905854,,,
1.196,0.003364953,,,
1.198,0.003364953,,,
1.2,-0.002905854,,,
1.202,-0.002905854,,,
1.204,-0.002905854,,,
1.206,-0.002905854,,,
1.208,-0.002905854,,,
1.21,-0.002905854,,,
1.212,-0.002905854,,,
1.214,-0.002905854,,,
1.216,0.003364953,,,
1.218,0.003364953,,,
1.22,0.003364953,,,
1.222,0.003364953,,,
1.224,0.003364953,,,
1.226,0.003364953,-0.136841271,-0.429758824,-0.41045271
1.228,0.003364953,,,
1.23,0.003364953,,,
1.232,0.003364953,,,
1.234,0.003364953,,,
1.236,-0.002905854,,,
1.238,-0.002905854,,,
1.24,-0.002905854,,,
1.242,-0.002905854,,,
1.244,-0.002905854,,,
1.246,-0.002905854,,,
1.248,-0.002905854,,,
1.25,-0.002905854,,,
1.252,-0.002905854,,,
1.254,-0.002905854,,,
1.256,-0.002905854,,,
1.258,-0.002905854,,,
1.26,0.003364953,-0.151933271,-0.439847059,-0.225831411
1.262,0.003364953,,,
1.264,0.003364953,,,
1.266,-0.002905854,,,
1.268,-0.002905854,,,
1.27,-0.002905854,,,
1.272,0.003364953,,,
1.274,0.003364953,,,
1.276,0.003364953,,,
1.278,0.003364953,,,
1.28,0.003364953,,,
1.282,0.003364953,,,
1.284,0.003364953,,,
1.286,-0.002905854,,,
1.288,0.003364953,,,
1.29,0.003364953,,,
1.292,0.003364953,,,
1.294,0.003364953,-0.166750871,-0.443209804,-0.060990965
1.296,0.003364953,,,
1.298,-0.002905854,,,
1.3,-0.002905854,,,
1.302,0.003364953,,,
1.304,0.003364953,,,
1.306,0.003364953,,,
1.308,-0.002905854,,,
1.31,-0.002905854,,,
1.312,-0.002905854,,,
1.314,-0.002905854,,,
1.316,-0.002905854,,,
1.318,0.003364953,,,
1.32,0.003364953,,,
1.322,0.003364953,,,
1.324,0.003364953,,,
1.326,-0.002905854,,,
1.328,0.003364953,-0.182117271,-0.443209804,0.013187236
1.33,-0.002905854,,,
1.332,-0.002905854,,,
1.334,-0.002905854,,,
1.336,-0.002905854,,,
1.338,-0.002905854,,,
1.34,0.003364953,,,
1.342,-0.002905854,,,
1.344,-0.002905854,,,
1.346,0.003364953,,,
1.348,-0.002905854,,,
1.35,0.003364953,,,
1.352,0.003364953,,,
1.354,-0.002905854,,,
1.356,-0.002905854,,,
1.358,-0.002905854,,,
1.36,-0.002905854,,,
1.362,0.003364953,-0.196934871,-0.441192157,0.023077662
1.364,0.003364953,,,
1.366,0.003364953,,,
1.368,-0.002905854,,,
1.37,-0.002905854,,,
1.372,-0.002905854,,,
